Comments,Label
 unakku venuna    nee pannittu poda podi    intha samoogam eppadi irukka vendum endru nee sollatha      ,0
 mein ha beach la idhunga thola thangave mudiyala    respect ha kuduikka kudathu  ithungala pavame pakka koodadhu,0
 night fulla mater ku alaiuradhu day fulla pichaiku alaiuradhu idhula louds paaru potta p   a   ,0
 yena sex kaaga thirunangai ya erunthalum ok tha la,0
 ethanai railway policeyuku vedeo vi anupi vaikavum namma nattula oru trainla kooda in tha kedu ketta naigalala nimmathiya payanam panna mudiyala antha pichai edukkum nai pesugira pecha partheengala   ulachi sapda vendiyathu thana thuppooo,0
 ithungala adakka public mariyadaya kaapatha oru sattam venum ,0
 pitchakara moothevinga train la ukkara uda maatithunga parathesinga thuu  ithungaluku daily azha vendiyatha iruku,0
 ethanai railway policeyuku vedeo vi anupi vaikavum namma nattula oru trainla kooda in tha kedu ketta naigalala nimmathiya payanam panna mudiyala antha pichai edukkum nai pesugira pecha partheengala   ulachi sapda vendiyathu thana thuppooo,0
 ivanga laa ipudi panrathu naala thirunangai gala yaarum madhikave maatikaranga,0
 neenga vara nanum epaditha casu  kutha avanga yanoda purse sa pudingitu oditanga,0
    morattu single ku ponnungala pudikathu da    ,0
 ivangala vetti podanum ivangala ippadiye vittomna treinla nalla padiya engaium poga mudiyathu thevdiyamundaingala kathi eduthu vailiye vettanum,0
 chi     ivanga mela respect suthama poiduchi    ipo lam ivangala patha irritate avudhu   ,0
 ithu pombalaya aambalaya mental mari pesuthu komba,0
 neenga sathikarathuu night       pm na pathuirkaa madam in nelson manikam road la,0
    percentage transgender tha urupadiyah erukanga  avangala tha manam ketta endha tamil cinema migai paduthi kaatudhu  meethi    percentage epdi thaa arajagam panitu theriuranga    soodu soranai elladhavanga,0
 advice lam nallan tan eruku  appe un magalai   enna mathiri oru rendungketanuku kalyanam pannikudupiya  ,0
 chi     ivanga mela respect suthama poiduchi    ipo lam ivangala patha irritate avudhu   ,0
 virupam virupam nu solriga manusan virupam yepo yepdi venunalum marum athukaga ellathaiyum matha mudiyatu    lgbtq ithu oru perumai illa oru siralivu     paru ma ne ambala pola dress panikalam hair cut panalam ambala pola oru penn ah kavithai paesalam but nee ambala pola than not a man     i think you have gender dismorphia    ,0
 thaya seythu thirunagai ga mathiri ella pannathinga,0
 kaila porul pottu po tholla pannuna rendu sorugu sorugi vitru pakkathulaiye varamataainga   ,0
 oru sila thirunangaikalal anaithu thirunangaikalukum  ketta paru   avanga vaiyuthu polappuku epdi pandranga pavam   ,0
 ethula evara evangaluku eda othikudu vennuma      nenga first olunga iruka       ,0
 ivaga ivlo cheap ah behavior panraga ,0
 ivunga bless pannuna nalla varuvangagradhu chumma    ,0
 ivalukala ulla thookki pottu ladankattanum     thirunangai na nallavanganutha kelvi patrukke ipdi oru ampalaya bus stand la vachu asingapaduthuranga,0
 nalla thirunangaigalum irukirargal athu puriyamal yaaraium kurai kooraathir  entha thirunagaigalai thittinala poothum,0
 seatil amarthirukiravargal oruthar kasu kooduthal     kasu kodukatha matravargalai ippadi thittuvargalam unmaya         ,0
 advice lam nallan tan eruku  appe un magalai   enna mathiri oru rendungketanuku kalyanam pannikudupiya  ,0
 kandaaroliga evlovo nallavagga erunthaalum intha maari sila mentaluga naalatha paavam avagga moththa perukum kettaperu pls thaivu senju ipdi pandravaggala summa vidatheega just thatti keluga baathikka pattavagluku supportah eruga,0
 lucky lucy apdiye atha akka kooda poai padu po    karumam pudichawane,0
 pichaai edupavarkaal kuda amma ayya thaayee en mariyathaai udaaan ketkirarkaaal ana evarkaaloooooo athatti miraatti kasaai parikum nabarkaaal      engalluku sama urimai vendiyum endru ketaal matrum patraathu athukku thakunthaar pol nadanthu kolla vendumm     evarkaal edam erukkum thaaapa sariseithaaal pothum seri aki vidum     andraadum nadakum sambavangal ethu   eraavu pakaaal ena kastapatu poraaadi kasu serthaaal athai pudukngara varum kevalamana piravigaaal,0
 unma dhaan idhunga manasatcheyey illa dhadhunga    kai kaal nalla dhaana iruku ozhache saapta enna idhungaluku kedu    ,0
  no ariel adithal kaja kaja kujua kuja,0
 paava kathaigal thangam padathutu parithavapattu kanner vitten aandavan yen ipdi vachurukannu     but itha patha erichala varuthu chai  ,0
 venkat raman     punda jinjuk poda vanthutan,0
 neenga nalla pesuringa sis but aana neraiya thirunangaikal ungala mathiri illa    road la nataka mutila payanthu oliya vendi eruku   road la vachi engala kevalapatuthi viturudhanga    kasu kekanga illana   vairanga ethulam thappudhana     neenga oru sangam araminga yella thirunangaikalaium athula sera sollunga     ungaluku neengalae oru stid ta oru rule potunga    ipti panna thappana thirunangaikal thirunthuvanga    ungalaium yarum kastapatutha matanga    entha problem mum illama neenga happy ya erukalam yellara mathiri    unga mela mathipa kontu vanga sis neenga     apron ungala yevan thappa pakuranu papom,0
 pls yarum avanagaluku money kudukadinga kai kaal vilangama irukavan kooda naal theruku poi picha edukuran evanga nama kita irukradha pudingitu poranga avanga asirvandham panradu ella naladu ella namaku bless panitu pakathu seat paisa tharalana badwords potu thitradhu    oru educated  days sambadhikuradu avanga olakama  day la sambadipanga   ,0
 train le clap sound ketale   odane nan thungure mari acting panuven  d hahaha  avangalam pavam than ana romba rude behave panuvanga money kudukulana    ,0
 loosu mari pesura r pesuran,0
 neenga nalla pesuringa sis but aana neraiya thirunangaikal ungala mathiri illa    road la nataka mutila payanthu oliya vendi eruku   road la vachi engala kevalapatuthi viturudhanga    kasu kekanga illana   vairanga ethulam thappudhana     neenga oru sangam araminga yella thirunangaikalaium athula sera sollunga     ungaluku neengalae oru stid ta oru rule potunga    ipti panna thappana thirunangaikal thirunthuvanga    ungalaium yarum kastapatutha matanga    entha problem mum illama neenga happy ya erukalam yellara mathiri    unga mela mathipa kontu vanga sis neenga     apron ungala yevan thappa pakuranu papom,0
 ipdi irukura nalathan ungala mathikama mithikanga    thu     avlo irukuna poi sambathinga naigala   ali saniyangala chi thu    ,0
 ipdi irukura nalathan ungala mathikama mithikanga    thu     avlo irukuna poi sambathinga naigala   ali saniyangala chi thu    ,0
 pichakara naiga ithuga tholla thanga mudila ithugala adichi thorathanu oora vittu  pavama boys ithuga kitta muditu   nu,0
 fact fact idhukalam chaiii    paavam aadhugala thittakudadhu samy kanna kuthirum vaaya kuthirumnu solli makkal muttal thanama nampitu irukaga    bus stp la idhunga tholla thaanga mudila   meratti kaasu vangudhunga jenmo    sila per alaga velaikku poi polaikuraga    sila jenmongatha ipd meratti kaasu vangi polaikudhunga    adhum pasagata tha vaai pesunga mairuga  ,0
 ithungalah thirunangaigal ala panam pidingigal chuuuuuu chiiiiiiii,0
 nalla thirunangaigalum irukirargal athu puriyamal yaaraium kurai kooraathir  entha thirunagaigalai thittinala poothum,0
 noo transgender    avugaluki  organs feeling marum,0
 govt evangaluku salugai thandhu endha nelaimai aiyidichi thu therikkae        seruppa vidavendiya edathula vidanum      endhamadri   lulu matra thirunangai ku yella kettaperu,0
 naama kaasu poduradha modhalla niruthanum  somperinga eallaarum kaithatta aarampuchuttaanga,0
 avanugala soru thanni illama patdini potdu kollanum,0
 ivangala vetti podanum ivangala ippadiye vittomna treinla nalla padiya engaium poga mudiyathu thevdiyamundaingala kathi eduthu vailiye vettanum,0
 pichakara naiga ithuga tholla thanga mudila ithugala adichi thorathanu oora vittu  pavama boys ithuga kitta muditu   nu,0
    percentage transgender tha urupadiyah erukanga  avangala tha manam ketta endha tamil cinema migai paduthi kaatudhu  meethi    percentage epdi thaa arajagam panitu theriuranga    soodu soranai elladhavanga,0
 rajeswari d    true even at chennai local train    attagaasam panraanga   ,0
 oru vengayamum puriyala enna pesurangane    ivanga girl ah boy ah atha sollunga first,0
 s ivagakitta thittu vaguna namaku keduthal varum nu nanachu yarum pesa materaga kasu keta kodukara ga kasu ilanu sonna ponnunu kuda pakama yelaru munadium kevalama thittitu povaga ivaga tholla thaga mudila,0
 mother sendimant in thirunangai fillingsa gaadi eruginga thirunangai modivshan,0
 oru video vukay ippadeya idhunga attagasam perum attagasam,0
 unakku venuna    nee pannittu poda podi    intha samoogam eppadi irukka vendum endru nee sollatha      ,0
 otha thu    ennala porumaiya intha video va paakka kooda mudiyala     irritating mental    periya mairu maathiri pesuthu saniya,0
 good tamil channel  dei malayalaththan simonin pichchakari thayvidiyaa mundai koothiyalukku pirandha   ali thayvidiyaa payalay ungomma aids vandhu pootaalamay di sorry di sori naai ali   ungomma mandaiya poataalum unakenna di kavalai dabar maama ungokka unthongachchi un pondaati yellaraiyum nee kooti kuduththu vibasaaram panni pichchai yedukkira matter ulagaththukkay theriyum ada yechchakalai thayvidiyaa payal dabar maama dhanasekara un ponnungalai yenakku kooti kudu unakku niraya pichchai kaasu podarane un ponnungalin pudappa pundaiyai kizhzhichchu raththam vara oaththu unakku thaathaa promotion kudukkarane da oaththaa    ,0
 ivanga la patha en friend inba sathishkumar ku lady getup potta mariye irukanga ,0
 ivangale m    vechi sutu sakuna enavaam ,0
 appa samy intha ombothu interview ellam upload panathiga pa chinna pasanga ellam kettupoividuvanga,0
 superstar vijay dai arivuketta polu ithu thappu pavam da amanda na gay relationship virukkuren  ethirkkiren,0
 ithungalah thirunangaigal ala panam pidingigal chuuuuuu chiiiiiiii,0
 signal la nikka mudiyala vathu pocket la kasu iruntha eduthutuga mudiyathu sonna sabam viduthunga   ,0
 smart subash evangala mari alunga ulagathaya azichiruvangalae repent agunam evanga,0
 sava adiga indha nayegalae thirunagai bastard s,0
 ethungala athey edathula nikavachi serupala aadikanum ethunga pathi peru epadi kevalama eruku,0
 advice lam nallan tan eruku  appe un magalai   enna mathiri oru rendungketanuku kalyanam pannikudupiya  ,0
 nalla thirunangai     but intha chennai unit train la romba arajagam pandranga   nalla thirunanga ellarukkum hats off  ,0
 eva pombalayaa illa ambalayaa illa   tha ,0
 ivalukala ulla thookki pottu ladankattanum     thirunangai na nallavanganutha kelvi patrukke ipdi oru ampalaya bus stand la vachu asingapaduthuranga,0
 ada thevidiya mudaikala   ungaluku ulla ortumai ilaye   aravani nonsense,0
 pls yarum avanagaluku money kudukadinga kai kaal vilangama irukavan kooda naal theruku poi picha edukuran evanga nama kita irukradha pudingitu poranga avanga asirvandham panradu ella naladu ella namaku bless panitu pakathu seat paisa tharalana badwords potu thitradhu    oru educated  days sambadhikuradu avanga olakama  day la sambadipanga   ,0
 ivan thirungai ila oru jens,0
 unmaiya kaasu koduka koduka solli people rompa kasdam padutharaku,0
 ivan thirungai ila oru jens,0
 mein ha beach la idhunga thola thangave mudiyala    respect ha kuduikka kudathu  ithungala pavame pakka koodadhu,0
 rajeswari d    true even at chennai local train    attagaasam panraanga   ,0
   thugala olichaathaan naadu urupadum  pesura petcha paaru  nasamapona saniyen ,0
 entha matheiri  pundaikala serupala adikanum    ,0
 yarumay help kku varailla      thirunagai vera engiyavathu poie sakkavendithathanaa     ,0
 good tamil channel  ada muttaa pundai mavalay tasmacla fullaa kudichchutu mattaiyaaitiyaa unakkaydhuda sunni nee oru ali  un   pundaiyai neeye thottu paaru  mappu irangidum    ,0
 ivan or ival  boy illa girla    ival  ivan   na   i m confused  ,0
 ippadi nadanthukondal ivarkal mel eppadi mariyathai irukkum,0
 unma dhaan idhunga manasatcheyey illa dhadhunga    kai kaal nalla dhaana iruku ozhache saapta enna idhungaluku kedu    ,0
 eval etho oscar award waangierukaal paa rajith peruma padurathiku   kaama thuku alaigiraa naai eval,0
 unnala da yalla trunagaiku ketta paru,0
 noo transgender    avugaluki  organs feeling marum,0
 vinoth kumar dai niyum usu tana  ,0
 intha   pundaitta   kavalthurai kaasu vaangittu  kantukkama vitrum   athan avanga rajiyam nadakkuthu  kavalthurai vedekkai paarkuthu      kavalugku theva kaasu thuttu mani mani       ,0
 kandaaroliga evlovo nallavagga erunthaalum intha maari sila mentaluga naalatha paavam avagga moththa perukum kettaperu pls thaivu senju ipdi pandravaggala summa vidatheega just thatti keluga baathikka pattavagluku supportah eruga,0
 oru vengayamum puriyala enna pesurangane    ivanga girl ah boy ah atha sollunga first,0
 intha thevduya kothika en kita ipadi pesuna ungotha iruka konjam sunnium  aruthuruven   punda thimiru kothi paru,0
 yena sex kaaga thirunangai ya erunthalum ok tha la,0
 noo transgender    avugaluki  organs feeling marum,0
 noo transgender    avugaluki  organs feeling marum,0
 f    program dai ponuga correct ah peasuna kuda support pannalam loose maari peasura avaluku poi support panra poda neeum unnoda programum,0
    morattu single ku ponnungala pudikathu da    ,0
 ippdi iruntha approm eppdi intha thevadiya pasangala mathikkratham intha   pundaingala oru time busla vittu veluthu irukken ivlo per vedikkai pakringa mmm    ,0
 behindwoods  leni nani mathiri alingala c mment panna vidthinga,0
 chi     ivanga mela respect suthama poiduchi    ipo lam ivangala patha irritate avudhu   ,0
 sornam lakshmi  nanum oru thirungai dhan marriage panni ruken  oru sila thirunangaigal romba over aaa  pannikinu  alaiuranga   ,0
 palaniyulum  kovilukku  varum  paktharkalitam       rubai  kodu  mandirudhu  tarukiren  endru  vanki  rubayai  mendum  daramal  eamatri  vidukirarkal  evarlalukku  yarum  pavam  eandru  panam  darathukirirkal  panam  sampathilkkave  evarkal  aravani  yakirarkal,0
 dei iduga ena vena pantum aana buskula matum idugala vidama pana nala irukum      idu pakathula thoda vandale kayla iruka ela kaasayum na bayathula kuduthren       ,0
 chi     ivanga mela respect suthama poiduchi    ipo lam ivangala patha irritate avudhu   ,0
 venkat raman     punda jinjuk poda vanthutan,0
 serupala adikanum intha mathri pandrathungala,0
 sava adiga indha nayegalae thirunagai bastard s,0
 chi     ivanga mela respect suthama poiduchi    ipo lam ivangala patha irritate avudhu   ,0
 serupala adikanum intha mathri pandrathungala,0
 nama ayiram kastathula pona ithunga vera naduvula ivangalukku kasu koduthu koduthu kedithuttom,0
 ivlo days ah kattuna build up lam intha lockdown naasam akiduche  ungaludaya thozhiku aatharavu thaarungal nanbargale  ,0
 smart subash evangala mari alunga ulagathaya azichiruvangalae repent agunam evanga,0
 ithunga yen ippud alaithunga kaasuku poi ulaichu sapdunga   ngalaaa elllam eppud ukkanthu vedikkai pakkuthunge paruu chiii  pavam antha vayasaanavaru   cha,0
 ethungala athey edathula nikavachi serupala aadikanum ethunga pathi peru epadi kevalama eruku,0
 oru vengayamum puriyala enna pesurangane    ivanga girl ah boy ah atha sollunga first,0
 rajeswari rajagopalan true  bayam thaan  thatti ketta avanga asingama pannu avanga     neenga rpf call panni irukkunam,0
 ithungala serupala adichi jaila talanum   potaigala,0
 oru video vukay ippadeya idhunga attagasam perum attagasam,0
 porambokku munda thevidiya paiyyan or thevidiya munda      items,0
 unggallukkum      thirunanggaiggalukkum      enna vithiyasam                ,0
 ethuku lam support panni pesana waste sir  nama samugam konjam mari iruku poinnu ku naga pottu kattidu poranga  nenga nalla osupu etharainga   gopinath sir ungalukum kolanthainga irukanga nenachi pathu pesunga,0
 ippadi nadanthukondal ivarkal mel eppadi mariyathai irukkum,0
 ivan thirungai ila oru jens,0
 ne solrathu correct than avanga enna sonalum natakuma  rompa over thimurula atuthunga  enaku evanga pidikala  film la than nallavangala pakuran  unmaiyula apdila iruka maturanga  ,0
 oru ali ku inoru ali support ku vantaan baadu   ipdi unta pesnaa moodinu irupaada punda mavane,0
 oru vengayamum puriyala enna pesurangane    ivanga girl ah boy ah atha sollunga first,0
 dai ali mandayaa firstu nee ambalaya   pombalaya  ,0
 unmaiya kaasu koduka koduka solli people rompa kasdam padutharaku,0
 avanugala soru thanni illama patdini potdu kollanum,0
 nee yeh oru   idhu muslim pathi yeduku pesura,0
 ithumari alungala sumava thali vekuranga        ,0
 appa samy intha ombothu interview ellam upload panathiga pa chinna pasanga ellam kettupoividuvanga,0
 oru ali ku inoru ali support ku vantaan baadu   ipdi unta pesnaa moodinu irupaada punda mavane,0
 ivanga la patha en friend inba sathishkumar ku lady getup potta mariye irukanga ,0
 oru ali ku inoru ali support ku vantaan baadu   ipdi unta pesnaa moodinu irupaada punda mavane,0
 intha   evolo pesitu iruka   pakathu la oru block t shirt potu paiyan headset pottu mudidu ukanthurukann   unmailaye antha black t shirt potruka paiyan than   nu ninaiken       vta    antha paiyana patha than athikama kovam varuthu      ,0
 loosu mari pesura r pesuran,0
 eval etho oscar award waangierukaal paa rajith peruma padurathiku   kaama thuku alaigiraa naai eval,0
 oru ali ku inoru ali support ku vantaan baadu   ipdi unta pesnaa moodinu irupaada punda mavane,0
 night fulla mater ku alaiuradhu day fulla pichaiku alaiuradhu idhula louds paaru potta p   a   ,0
 ithumari alungala sumava thali vekuranga        ,0
 ethanai railway policeyuku vedeo vi anupi vaikavum namma nattula oru trainla kooda in tha kedu ketta naigalala nimmathiya payanam panna mudiyala antha pichai edukkum nai pesugira pecha partheengala   ulachi sapda vendiyathu thana thuppooo,0
 superstar vijay daii unna unga amma eppadi petha paiyanava ponnava silly  ,0
 venkat raman     punda jinjuk poda vanthutan,0
 intha mari   ah tamilnadu patha serupa kaladi adinka   thividiya punda       nelam tamil pesura d munda   tamil language than d kevalam   ,0
 ram the explorer  illa bro avangaluku enna urupu iruko andha jail dhan bro poduvanga,0
 ithumari alungala sumava thali vekuranga        ,0
 oru sila thirunangaikalal anaithu thirunangaikalukum  ketta paru   avanga vaiyuthu polappuku epdi pandranga pavam   ,0
 oru video vukay ippadeya idhunga attagasam perum attagasam,0
 ippadi nadanthukondal ivarkal mel eppadi mariyathai irukkum,0
 ippadi nadanthukondal ivarkal mel eppadi mariyathai irukkum,0
 naama asingaththukku payandhu odhungi poradha ivalunga saadhagamaki than ipdi panralunga ewanavadhu   appu appinaanna mooditu powalunga  roadla ivalungala pathale bayama irukku,0
 title la irukra transgender ha remove panunga plz ,0
 intha   evolo pesitu iruka   pakathu la oru block t shirt potu paiyan headset pottu mudidu ukanthurukann   unmailaye antha black t shirt potruka paiyan than   nu ninaiken       vta    antha paiyana patha than athikama kovam varuthu      ,0
 fact fact idhukalam chaiii    paavam aadhugala thittakudadhu samy kanna kuthirum vaaya kuthirumnu solli makkal muttal thanama nampitu irukaga    bus stp la idhunga tholla thaanga mudila   meratti kaasu vangudhunga jenmo    sila per alaga velaikku poi polaikuraga    sila jenmongatha ipd meratti kaasu vangi polaikudhunga    adhum pasagata tha vaai pesunga mairuga  ,0
 kadaicy varai ulachu sapidamateenga ungala sila per,0
 oru mayirum theriyala indha loosu koodhikku aana yellathayayum karachi kudichamari sooththa aatti aattinu badhil solludhu idhaiyellam oru mayirunnu nenachi petti yedukkaradha vittuttu ava iduppula yetti oru odhaya vitta moodittu summa iruppa dappa koodhi,0
 ethula evara evangaluku eda othikudu vennuma      nenga first olunga iruka       ,0
 io samy  kitta maatuna summa vituvangala,0
 nama ayiram kastathula pona ithunga vera naduvula ivangalukku kasu koduthu koduthu kedithuttom,0
 ivangqla pidichu jail la podunga ayyo paavam nu paakathenga,0
 train le clap sound ketale   odane nan thungure mari acting panuven  d hahaha  avangalam pavam than ana romba rude behave panuvanga money kudukulana    ,0
 venkat raman bro  ella transgenderum picha edukurathilla  ivangala madhiri oru silaralathan motha transgenderke avamanamaguthu  picha kekurathu kooda oru thanmaiya kekanum but ivanga demand panranga kasu kammiya kodutha avangala asingama thitranga  ivangalukunu oru sangam irukula  anga poi ivanga help ketu suya thozhil seiya vendiyathu thana  ungaluku theriyathu ivangala paathale children bayapaduranga  trainla oru kozhantha munnadi avanga ammava asingama thititu poranga  thayavu senju indha madhiri aalunga mela karuna kaatathinga  thappu panna athu transgenderah irunthalum thandikka padanum  ,0
 rama manohar  transgender ku kooda pool irukum     athukaga avanga aamabalayaa    pool irukavan lam aambala illa bro  ,0
 ivalukala ulla thookki pottu ladankattanum     thirunangai na nallavanganutha kelvi patrukke ipdi oru ampalaya bus stand la vachu asingapaduthuranga,0
 eval etho oscar award waangierukaal paa rajith peruma padurathiku   kaama thuku alaigiraa naai eval,0
 oru sila thiru nangaikalal ottu moththa thiru nangaikalukumea kevalam,0
 yaa muthavi unna patha pombala mari illa ambala marium illa,0
 ivlo days ah kattuna build up lam intha lockdown naasam akiduche  ungaludaya thozhiku aatharavu thaarungal nanbargale  ,0
 venkat raman thirunangaigal samoogathin avamanam appadinu oru book irukku atha neenga padinga ,0
 eval etho oscar award waangierukaal paa rajith peruma padurathiku   kaama thuku alaigiraa naai eval,0
 muruganantham  g nanum ungala madhiri dha nenacha bro but they are fake trans unmayana trans vera level,0
 intha mari   ah tamilnadu patha serupa kaladi adinka   thividiya punda       nelam tamil pesura d munda   tamil language than d kevalam   ,0
 nalla thirunangai     but intha chennai unit train la romba arajagam pandranga   nalla thirunanga ellarukkum hats off  ,0
 akthar basha  dei loosu baai  suganya ombodhu pundai daa   avalai thirunangai nu sollu   illainaa ali nu sollu   ,0
 intha mari   ah tamilnadu patha serupa kaladi adinka   thividiya punda       nelam tamil pesura d munda   tamil language than d kevalam   ,0
