Comments,Label
"samsaram kadu, adi vebhicharam",hate
Nice baaga dhimpav Anchor bro.,hate
Mari aa sangathi thelisi antha madham yendhukura niku.... Vaaru garu antunnaav....gnanodhayamyndhi koddhiga....,hate
""" MAA"" president ga gelipiste yedo peekutanu annadu yemi peekaadu ...yedyna cheyalante manchi manasu vundali megastar chesinavi chudandi ..apdbaandhavudu ..andarivadu..annayya ..jai chiranjeevi..andariki mere """" GOD FATHER """"",hate
One and only Mega star .....Potthi leyru....Raleyru,non-hate
Andaru ide Panlo unnattunnaru veellu vammmo meeru rechagodithe rechiporu meeplans panikirav pondi,hate
"Chiranjeevi gaaru meeru eppudu greate mi manasu, mi saayam, mi kalmasham leni vyakthitwam, mi prema mundu evvaru sariporu annayya ee vishnu lantollu vandala mandochina mi kaali gotiki kuda sariporu annayya valla kullu vallane thagalapettestundi",non-hate
Paul mosapoyadu....RGV ellipoyadu...anchor biskit ayadu gist of this non sense,hate
"Official ga 600 acres ante, unofficial GA enno, okko family member peru meedha enni ekaraalu unnayo.. Raitu bandhu okkati chalu,",hate
Real joker re unnadu kada malli sir ,hate
Mallareddy Dookudu cenima lo bramhi character correct set aithadu,non-hate
Madyalo Aa sound effects matram next level.. ,non-hate
E endaku aa Godugu padutunnadu.....itlaanti vaadini ekkada unchalo akkada unchali...YCP vallu ade chesaru....,hate
Prudhvi sir very good man now.....sir thana thappu thelisikunnaru...,non-hate
Sir ee discussion lu vaddu sir power Star image poddi and mana dabba manam kottukunnattu untundi,hate
"Dear, ETV Variki , Dear, Gnapika Entertainment's Variki , Dear, Ali Gariki , Sir, Adivi Sesh Gariki , Madam, Saiee Manjrekar Gariki ",non-hate
Telugu lo sesh chala intelligent screenplay writer .. Chala talent vundhi manodiki,non-hate
"Ma kharma .. rastani palinche mantrulu malla Reddy,gangula,talasani meeku oka dandam ra babu",hate
Gudivada king true leader,non-hate
Elders ki respect lekunda matladina vaadu Oka hero...,hate
"Power loki vachaka prajala paina kallu petti thokkutharuu,",hate
Assembly lo aa party kani sir ma samsyaluni gurinchi matladandi missillineous vanni matlda vaddu si,hate
Miru chala great man. Simham munduku kukkalu ravu sir. Love you soo much.. Bratiki konnirojulaina ilane vundali.. Love you,non-hate
"Super sathi garu,mee action superb..chala enjoy chesthunnamu.",non-hate
Arey budder khan nuvvu asalu ,hate
Venki anna yekkada unna haa Joshi veru,non-hate
"Permit room lu enduku pettirru 
Thaginanka oka beer tho aguthara",hate
Kaveri jah kadu ra adi evarro kudo teliduuu jafa,hate
Wines lo thaage system pettakandi sir banjeyandi samaanyula midhane miru ebbandhi pedtharu wines yekkada padithe akkada unnai galliko wines aindhi,hate
Manchu Laxmi lo andam ekada kanipistunde raa babu .dabbu unte stone kuda diamond laga kanipistunde,hate
"Meru devudu anna,life long meru healthy ga undalani devudu ki pratistunna",non-hate
Samba shivudu great humanity person,non-hate
Wow ..real journalist mallanna gariki hattsoff...melaga andaru journalists vuntey asalu corruption cheyadaniki kuda bhayapadtaru anna...,non-hate
konchem odd ga behave cheyadam kadandi.. .pitchandi edi..,hate
Eme thagi matladthundemo,hate
"Andhra lo Roads veyandi babu koncham. Accidents avthunnai, Vehicles anni damage avthunnai.. Krishna and West Godavari Roads aithey mari worst",hate
Youtube vedios konni follow ayyedhanni tharwatha BB house lo koncham negitive feel ayya ippudu chustunte badha anipistundhi very good dancer All the Best for your future Shanmukh 💐,non-hate
Prajala samasyala gurinchi okaru kuda matladaru kadha ..nice ...,hate
Ayithe life politician kavali ra Babu.,non-hate
Jagan paapam pande rojulu dhaggara paduthunnayi ; vasthunnayi vasthunnayi manchi rojulu vasthunnayi.,hate
"Idemi daridramu ra Anna ? Assalu bharincha leka potunnamu. Veellaku emaina buddhi gnanamu vunda? Vella IQ enta. Mott Amur family kalipi chusina, 100 daatadi emo.",hate
Adhikaram vunte thuglak gadu emaina chesasthadu,hate
agu gadi debbaku reddys ni jobslo evaru petukoru kulanike ibandi padutumndi,hate
Chi maarandi e trolls chusaina public feeling telusukoni masalukondi,hate
Nijam ayyina reddlu tdp ki support ga undali,non-hate
Me Vally telagana Eroju Ela vundhi sir MA Andra ki kuda jagan lanty yadhava kakundha melanty ledars kavali sir great kcr and ktr,hate
Mata tadabada kunda clear ga ktr sir matalu super,non-hate
Telangana ki manchi rojulu vasthunai... ,non-hate
Big boss lo he felt lonely...a emotion lo siri ne hug cheskunadu..not with bad intention...hope Deepthi understands him..his smile nd eyes both r filled with pain...,non-hate
meru superr andhra gurchince koncham careing im haapy for that keep supporting,non-hate
Partial dharidrsm voddhu sir,hate
Okka party lo unte neevu correct.change aite ilane untundi,hate
Ravi teja.. the man behind those wonderful memes ..#Raviteja anna ki oka Oooooo...,non-hate
Ycp chappina matalu vinte mosapotaru jagrtta,hate
Vidipoyaru ana pain feel una navvuthunadu shannu,non-hate
"Ippudu ee vedio choostey, pichha comedy ga untundhi,,,comedy cheddam anukoni comedy aipoyava narsiredyyy,,,,yadaki poyavayyaa",hate
"Janame kurcho pettaru, mimmalni tharimi kottaru",hate
Ramcharan garu mari intha introvert ha devuda decent ga unnadu Fidha Ntr rajamouli suma garu next level super,non-hate
CBN maryada poorvakanga mic isthe praja samasyalu thelusukokunda mp garu dhurviniyogam chesaru,hate
Jokulu vesukoni navukunnaru... Eppudu andaru navutunnaru ..... Chusi.,non-hate
Vedu evavu overaction chesthunnadu child labour aa,hate
Pilla pu AAthulu,hate
velli allurjun madda guudu,hate
Super sir mee lanti vallu undali si,non-hate
Ah group lo nannu add chaindi mawa,non-hate
Super sir ila andharu alochinchi respectful ga move ithey society bagupadthadhi,non-hate
Great sir me behavior ku na police vallu andharu me laga unte friendly policing,non-hate
Nibba ki phone istey ela untundi,hate
"Super ga vundhi drama commen people ni sir ani kuda antara o my god, this is team work guys.",non-hate
Nagavalli died because of this video,hate
Prank lu chesukuntunaru e police gallu.... Public ni mosam cheyadaniki,hate
Aatla vastai Anna niku enni telivi tetalu oka cinema thi anna,non-hate
Vera level sinking sir comedy super,non-hate
Police drama is this...janaalanu andhulo specially night time sir ani respect iche antha seen ledu...,hate
Okkokkadiki 9 months pregnancy vundhi police'laki,hate
Acting chaalabaagundi mi timing kanivandi performance kanivandi dialogue delivery gaani  nice kipet up all the best you have a great future as an artist,non-hate
Anna nuvvu chavaku యిది చాలా అన్యయం.suspense అదిరిపోయింది.next episode వేగంగా pettanna.,hate
Ee movie kosam. Wait చేసేవాళ్ళు . ..like vesukondiii....,non-hate
ఈ పాట కన్న .. మీ మాటే బాగుంది.....,non-hate
"Character of the episode award goes to- ""1A master"" అంతే కధమ్మా రేయ్",non-hate
Hope that there is no ending in madhu character.. waiting for next episode in telugu with madhu again.. ... మధు పోకూడదమ్మారేయ్,non-hate
దేవి అడిగే ప్రశ్నలకు గట్టిగా దింపావూ గా (సమాధానాలు) విజయ్...,hate
విజయ్ ఇంత లాజికల్ ఆన్సర్స్ ఇస్తాడని అస్సలు expect చేయలే........గ్రేట్,non-hate
ఏర్రిపప్పా అవ్వడం కోసమే పుట్టిందే tv 9,hate
Tv9 ki dula thirchestadu rgv ,hate
"మనం విప్పుకు తిరుగుతూ, చుట్టూ ఉన్న వాళ్ళన్ని కప్పుకో మన్నట్టుంది.",hate
వచ్చిందయ్యా మహా పతివ్రత.... అనసూయ అంటేనే నిలువెల్లా బూతు..... ఈమె చెబుతుంది నీతులు... తూ..... సిగ్గుమాలిన జన్మ,hate
"Anasuya, నువ్వు జబర్దస్త్ షో లో చేసేవి ఏమిటి, వేదాలు వల్లిస్తున్నవా! అసలు బూతులు నీ షో నుండే మొదలు పెట్టారు. ",hate
boothu ki care of address ayina anasuya garu boothu gurinchi maatlaaduthundhi... wah wah!,hate
Video super ayya editing super anthey ,non-hate
Edhi matharam jabardasth lo expose cheychu adult comedy Cheyachu Ari fikudhi,hate
Assalu monna vachina Khiladi cinima lo anusuya matram hot hot ga ichi padesindi..anthe,non-hate
"Bhuthulu gurinchi, double meanings gurinchi nuv matladodhu anusuya plz",hate
RGV గారు ......ఈసారి మూర్తి గారి character పెట్టండి మీ సినిమా లో.....,non-hate
Fan రెక్కలు విరిగే రోజు దగ్గరలోనే ఉంది,hate
Meeku ichindhi mamulu post kadhu....svbc chairman ante manchi post...meeru daani missuse chesukunnaru...jagan gurinchi pk gari gurinchi kadhu.....meeru avakaasamu miss use chesukunnaru....,hate
జఫ్ఫా తిమింగలం 420 గాడికి RiP ఎప్పుడు చెపుతారు,hate
Pilichi pettinchukuntaru ga....TV9 ki eemadhya sarada ayindi...,hate
E tv 9 ki burra poyandhi,hate
"నాగబాబు సెలక్షన్ సూపర్, గల్లీ బాయ్స్ అదుర్స్",non-hate
Ñeela oka 1hr kuda undalem sir jai rgv,non-hate
నీ judgement కరెక్ట్ గా ఉంటాది బ్రో,non-hate
Srikanth reddy కచ్చితంగా తప్పు. ఆ తప్పు చగురించి కళ్యాణి గారు చెప్పడం ఇంకా తప్పు,hate
nag sir said about natraj master is absolutely correct ఆడియన్స్ మాస్టర్ గురించి ఏమనుకుంటున్నారో అదే చెప్పారు... super nag sir,non-hate
"Akhil, Shiva good players.. చాలా బాగా ఆడుతున్నారు..i like Akhil and shiva",non-hate
Vedhavalu Vedhavalu anni chotla vunnaru..inka janalani yedipinchadam tappa,hate
టీవీ ఫైవ్ ఎప్పుడు తప్పుడు ప్రచారమే,hate
Byredyy cheyppadu kada ra nenu party maredu ledu ani Mee moddalo gola yanti raa,hate
Vadu em matladuthunnado eanna artham aithe. Kanisam telugu translator ni pettukovachuga. Telugu bashaki respect ivvaru BJP vallu,hate
Anna nee comedy Expressions baguntai,non-hate
Bro ni slang ee neeku plus point ...... Manchi humour undi neelo.... Elane regular ga videos chestu undu .... 100k pakka...,non-hate
ఇప్పటికైనా ap ప్రజలు బుద్ధి తెచ్చుకోవాలి,hate
సిగ్గు లేకుండా తిరుగుతున్నారు ఎమ్ ఆబివుద్ది చేశారని తిరురుగుతున్నారు,hate
మళ్ళీ వైసీపీ గెలిస్తే ఆంధ్రప్రదేశ్ ప్రజలు అడుక్కు తినాలి నూటికి 200% ఇది నిజం,hate
"MLA ticket కోసం, పదవుల కోసమే ఈ గడప గడపకు ప్రభుత్వ యాత్ర, పాపం CM గారి హామీలకి వీళ్ళు బలి..",non-hate
"మెట్టు theskoni kottandi, okka jobs ledu, devlopmet ledu, asalu డబ్బులు veyydam votes kosam pedda scam idi",hate
మహేష్ బాబు ఈ రేంజ్ లో నవ్వడం ఇప్పటి వరకు ఇదే మొదటి సారి. Big thanks to Sathi anna.,non-hate
కొంచెంకూడ హీరో అనే పొగరు లేదు గ్రేట్ సార్ మీరు,non-hate
"AVATAR ఒక అద్భుత ప్రపంచం. దీని డైరెక్టర్ James Cameron అంతకన్నా అద్భుతం. ఆయన ideas కి, creativity కి",non-hate
ఉమ అన్న అంటే కడుపు మంట కేవలం వెస్ట్ candate వి నువ్వు,hate
Dīnam'ma jīvitaṁ..... Okka postive kāmeṇṭ kanīsaṁ cūdāṁ ani vetikina dorakaṭlēdu kadā anvēṣa.....,hate
"మీరు కూల్ గా వీడియోస్ చెసుకొండి
ఇ టెంక్సన్స్ వదిలేయండి",hate
Ravi అన్న అన్నది నిజమే అని ఈపాటికే నటరాజ్ మాస్టర్ కి అర్థమైపోయింది...నటరాజ్ మాస్టర్ ఇప్పటికైనా మనిషి గ మారండి...,hate
ఇంద్రజ గారి ఫాన్స్ ప్రోమోలో ఇంద్రజ గారు సూపర్బ్ టైమింగ్ ,non-hate
Ravi prakash vunnappudu. Chaala mandhi House lloki. Veylli. Vaalla bed rooms varaku Veyllaru. Chaala mandhi. Jevitaalato. TV9 lanja channel Ani. Chaala mandhi. Cheypparu,hate
Matter divert chestundii ame ra hamara Prasad ga bura leda kanisam legal ga ela adoption chesukovali ani gutleee,hate
​BJP lo seat kosam baga chesav le stunt,hate
RGV చెప్పేది చాలా కరెక్ట్ గా ఉంది,non-hate
ప్రతి ఒక ఇంటర్వ్యూ లో చాలా కూల్ గా మాట్లాడతారు. నిజాలు నిర్భయంగా చెబుతాడు. ఎవడన్నా ఏమన్నా అనుకొని నేను చెప్పేది చెప్తా అనుకునే వ్యక్తి RGV...,non-hate
"Theatre kellina badhitula ga ma badhalu panchukunnam anthe. Boothulu tittadam, family ni involve cheyadam ee panchayati lu oddu amma. Happy ga undandi",hate
Annnaaaaa...... Ekkadikellav anna innirojulu.. Pandemic time lo ni postmortem videos tho na stress antha pogattav especially with Saleem review...,non-hate
arey tv9 nuv పెట్టిన పోల్ కి ఏమైనా సంబంధం ఉందా రా,hate
సంయుక్త గారి యక్కటింగ్ సూపర్  సినిమా సూపర్ ,non-hate
Ippudu nuvvu cheppindi yem pikutanani news chesataru,hate
Ni thumbnail jathini thenga,hate
Puri sir me flop movies kuda vere directors teese hit movies kante manchi philosophical ga entertaining ga untai. Meetho bagu paddollu mimmalni marchipoyi undicchu sir. But memu kadu. Love you sir. E movie tho Vijay manchi super ⭐️ avvalani korukuntunna 💝💝💝,non-hate
Puri raasina dialogues mahesh chepthea excellent ga set avthai,non-hate
Endhukura ayya pichi pichi thumbnails pedtharu???,hate
u don't worry bro aa kalyani ki dhula Patti idhantha chesthundhi,hate
"​baga chepparu..maha news is waste news..only bjp ki, tdp ki support vallu",hate
​pora howley,hate
కరెక్ట్ గా మాట్లాడుతున్నావ్ రా శ్రీకాంత్,non-hate
"jai kumar next nee amma nee ,sisters nee andharni petti prank thesthadu vadu wait",hate
inkaa saavaledhu le vaadu baane sacchaadu yedhavakanipisthoone vundhigaa,hate
​vaadikasalu em maatlaaduthunnaado clarity ne ledhu malli maatlaaduthunnaadu yedhava,hate
​gayathri medam super cheppinav good,non-hate
Open Heart with RK కి తెలంగాణ గవర్నర్ తమిళ సై గారు రావడం చాలా ఆనందంగా ఉంది వేటింగ్ ఫర్ ఎపిసోడ్,non-hate
రాధాకృష్ణ గారు చాలా సంవత్సరాల తర్వాత మీరు సంతోషంగా కనిపించారు శుభాభినందనలు మీకు గౌరవ గవర్నర్ మేడంగారు నవ్వుతూనే నిప్పులు చెరిగారు,non-hate
చాలా ఈజీగా మాట్లాడటం బాగుంది her excelency గవర్నర్ madam,non-hate
Meeku governer post ivvadame waste,hate
"Meru enni kathalu padda kcr 100% next cm of telangana, cheap interviews with cheap abn rada krishna",hate
Asal mamulga ledu ...thop... awesome,non-hate
ah lobo ni marchandi ra babu,hate
నా జీవితం లో చూసిన అద్భుతమైన వీడియో ఇదే,non-hate
Ending naku tears vachai  bro. Harsh sai real hero. God bless u brother.,non-hate
Intentionally geliki emina serious ite news chedamani...,hate
social media Parma chetha media valu asalu vishayalu telsikounda matladam Manchi Kadu,hate
news valu pen undani rayatam manchidi Kadu,hate
Evadentha echaru neeku dabbulu bewerse yadavalraa,hate
ఈడు కామెడీ కి తక్కువ ... అడ్డగోలు వాగుడుకి ఎక్కువ... బేవకూఫ్ ఎడవ,hate
public meeting lo ala matladalo teliyani valaki anchor chance ivvakamdi,hate
"Over confidant ithe alage untadi,,,, super ga cheppi silent chesinav Suma akka,,,",hate
Suma akka meeru cooking show kuda anchoring chesthe chala baaguntundi,non-hate
"అలీ siggundali నీకు, sanskaram లేదు నీకు, నవ్వుతూ ఉన్న so called celebrities ki నవ్వు ఎలా వస్తుందో",hate
Dayachesi. Ali ki anchoring ivvakandi,hate
Suma Akka u r super ni pakkana adu enduku chandalam ga,hate
Ore ali inta asahyamga matladutaav adavallatho double meaning dialogues matladutav nuvvu MLA ayyi emi peekutav,hate
Ali double meaning gadu..cheppu debba padali,hate
Ali mi wife Kerala vellara Ani adigithe niku ela untundhi????  Thappura nayana ala matladatam,hate
"Vaadiki baagaa balsindhi.mind dobbinattundhi,kodikki.",hate
Nuv politics loki vellali anukutunnavemo.. Ila matladithe ninnu address lekunda kodatharu prajalu,hate
Nidra pothunna gaadida nu lepi thanninchukovadam ante ide. Dayachesi vadiki public lo mike ivvakandi.,hate
Waste gaadu ali,hate
Suma gurinchi evvaru cheppanakkarledu . Tanante maaku Chala istam.,non-hate
Deneke paneameladau. Vadeke paneameladu.neku.paneameladu. Raa,hate
Climax chala bagundhi lot's of fun enjoyed a lot,non-hate
చాలా బాగుంది బ్రో. చిన్నపుడు ఇవి అన్ని మేము చేసాము బ్రో చాలా హ్యాపీ గా ఉంది ఈ సిరీస్ చూస్తుంటే. Best of luck bro.,non-hate
Ee Series Mana FilmyMoji Channel Lo Best Series avalani Korukuntuna,non-hate
Fun moji కంటే  filmy moji  లో comedy చాలా బాగుంటుంది,non-hate
గ్రేట్ women,non-hate
Yenta spastanga ame voice undo chudandi...,non-hate
Waste fellow in tollywood,hate
రచ్చ లేపే స్పీచ్ చెప్పాలంటే బండ్ల గణేష్ అన్న తర్వాతే ఎవరైనా,non-hate
నిజమే పవన్ కళ్యాణ్ అంటే ఒక వెసనం.. చచ్చినా వదల్లేము,non-hate
Nenu chusina all speech lo ekkuva sarlu chusanu,non-hate
ఎన్ని సార్లు చూసిన చూడాలని అనిపించే speech,non-hate
42సార్లు చూశానూ అయిన బోరు కొట్ట లేదు,non-hate
Na friend valla papa ki operation ite Aravind gari foundation help chesindi. He is really doing a commendable job,non-hate
Tokka kooda oppukonu,hate
"Telangana lo bjp vastene...ee trs aarachakaalu tagguthai, police la ni venta pettukoni motham Telangana ni nashanam chestunnaru",hate
KTR matladedi kanisam ardam chesukune brain leni vallu kuda ktr anadame. Next election ki same place nunchi Poti chesi deposit techukunte chalu.,hate
"Roja garu ituvanti baddu, biraagilanu interview , mee dignity thagguthadi, ituvanti vaaru samaajaniki cheeda purugulu",hate
Rajyanganni marustham ante matram thaggedele,non-hate
Arey howle Nizamabad MP Pasupu bord Edhi be Nv esukunna Angi lagu kudha Cangress icchindhe and TELANGANA icchindhi kuda Cangress A meeru cheppe Digital India lo ni AAdhar card kuda Cangress tecchindhe,hate
"Chi chi neeku anchoring evadu nerponchondo....farmers ni arrest chesinaru ante...safety ki antava,intha dikkumaalina answer emina vuntada asalu,ante anyayam jarigindi Ani chepte arrest lu chestaru,ala arrest cheyyadam correct antava nv",hate
Waste fellow he did nothing for telengana,hate
Gundu Babu esari neku gundu sunna vasthundi no winnings,hate
"మీ ఎనాలిసిస్ ...వెరీ ఇంట్రెస్టింగ్, రియల్. we listen meticulously. we appreciate you",non-hate
"Babu gogineni garu, suereb ga Chepparu",non-hate
RK gaaru pedda kulagajji gaaru,hate
నీ అభిమాని అని చెప్పుకోవడానికి మాకు గర్వంగా ఉంది అన్నయ్య I love you annayya,non-hate
అన్నా ఈ స్పీచ్ రోజుకు మూడు నాలుగుసార్లు చూస్తేగాని నాకు నిద్రరాదు.....సూపర్ బండ్ల,non-hate
"Miru miru okkatey, madyalo fans ey suffer avuthaaru",hate
Dabba rayulu,hate
మీరు మీ ఫ్యామిలీ తగలెయ్య ఎక్కడినుండి  పుట్టాడు రా మీ అందరూ మీరు మాట్లాడే భాష అసలు ఆ చిరంజీవి ఫ్యామిలీ దగ్గర మీ ఫ్యామిలీ ఎందుకు పని చేస్తుంది రా వెర్రి వెంగళప్ప నువ్వు నీ మాట్లాడను,hate
Orey miru chese అభివృద్ధి ఏమైనా ఉన్నాయా ......భూతులు తిట్టడం తప్ప,hate
"Sannasi anagaane Nene ani , mee honesty ki hat's off sir",hate
Idendayya idi Mariiii ila thayarayyaru Dandaalu ra ayya,hate
Nani inkosari pk speech chudu ... Sollu kakunda raise chesina points gurinchi matladu... Sannasivenuv no doubt,hate
Peoples be like: nuvvu nijanga erripukivi ,hate
Sanyasi ante yevaro  anukunna e korja gada,hate
Maa Karama elanti ministers undadam,hate
"Pk cheppindi enti , Veedu cheppedi enti , kulala madya chichu pedadam annatu undi veedu matladedi",hate
పవన్ కళ్యాణ్ మూవీస్ లో హీరో... రాజకీయం లో ' 0',hate
"asalu villu prajalaki em Manchi chesthunnaroo cheppandi, boothulu maatlaadi public ki Tv ki entertainment cheyakandi",hate
"karthikeya masth cheppinddu, sudheer miru jabardasth ki belong avvaru,dhee ki belong avvaru, ma audience ki belong avutaru ",non-hate
"నూతన సంవత్సర శుభాకాంక్షలు  సూపర్ ఈవెంట్ సుధీర్ అండ్ రష్మీ డాన్స్ సూపర్ 
Iam wathing సంక్రాంతి ఈవెంట్",non-hate
Climax telisikuda chusam ante that's all bcoz of Sudheer and Rashmi ,non-hate
Okko punch okko diamond la undi vro..nice edit..!!!,non-hate
Vijay Devarakonda fans ekkada thagedhele ,non-hate
సుధీర్ అన్నా మీరు ఎదుటివారితో మాట్లాడే విధానం చాలా బాగుంటది అందుకే మీరంటే అందరికీ ఇష్టం ఎంత పైకి ఏదిగినా ఇలాగే వుండాలి,non-hate
Sudheer gaaru team yekada unna full comedy...perfect time ki set ayyeka comedy chestharu ,non-hate
ndian marriages antey narakam.....i ve seen that hell....police case lu.... blackmailing ..chala untayi....vinthalu...viseshalu...vadhu brothers marriage vadhu...happy ga single ga undandi...focus on your goals.....love your parents...friends..god bless you all…,hate
lavada bro hater gallu chiller,hate
gudda lo rod dimuptha,hate
puk chinthapandu chestha na kodaka,hate
denginchukondi ra monna na notlo modda pettaru gah,hate
niamma puku denga siggu vundali ra,hate
na athulu anta leru na endhuku ra,hate
enko sari horn kodite gudda lo pedutha na kodaka,hate
music apara lanja kodaka,hate
Power star.....anedi oka brand....evadu padithe vadu power star kadu...kaledu...king okkade power star okkale...only powerful power star pavan Kalyan okkade,non-hate
Power star ante movies and acting kadu real star only,non-hate
Dil raju mari ekkuva chestunnadu... no one can name like pspk...,hate
కలం పట్టిన ప్రతీ వాడు శ్రీ శ్రీ కాలేడు హీరో అయిన ప్రతీ వాడు Power Star కాలేడు ,non-hate
"Don't compare it with powerstar, veedi laga chetha character lu, chillar gadi character lu cheyadu ma Power star, vaadu thaginchukunte manchidhi",hate
Power star antha scene ledu,hate
King of over acting  Anna ki best over actor award always goes to vijay konda babu ,hate
Comparing every single bok gadu with Pawan Kalyan,hate
Powar star okkade adhi pawan kalyan inka yavaru leru,non-hate
Yenta mandhi stars vunna PAWAN KALYAN YE  POWER STAR,non-hate
అనిల్ రావపూడి గారు చాలా బాగా చేశారు,non-hate
ఆడియో ఫంక్షన్ సూపర్ కామెడీ సూపర్ సూపర్ సూపర్,non-hate
Venky sir ki assalu ego anedi leneledhu sir ur super man,non-hate
సూపర్ అండీ ఆదిగారు.. చాలా బాగా చెప్పారు.. మీలా ప్రతి సెలబ్రిటీ ఆలోచించాలి..,non-hate
ADHI....మతాల మద్య చిచ్చు పెట్టే ఎదవల ను..వాల్లు నమ్మిన దేవుడు కూడా క్షమించడు...జైహింద్...జై శ్రీరాం,hate
